S No.,overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image
3053,1,FALSE,"09 15, 2012",A7EJERNB7IK3Z,B00001XDWZ,,CQ DX,"I am beyond frustrated and confused about this educational software. I simply wanted to purchase this 4-disc software set at my local 'Target', but then saw the 'broadband connection required' red small print on the box. I did not purchase the product because I had read several other scathing online reviews that claim certain children's software products require unstated additional cost via an online membership registration process! Why do these companies make it so difficult to simply purchase a suite of educational software products that reside on one's hard drive/PC, which can be used over and over and over again??!! I wish they would make it more clear on the box as to whether you are: A) getting the full software suite and product without going online. B) just going online to just register the product without additional cost. C) not getting any, or the full product unless you go online and pay extra for a membership, etc. WHICH ONE IS IT 'JumpStart'???!!! Keep in mind that most software is NOT returnable, so I did not have the realistic option of buying it, trying it, then returning it if it required a net connection and additional money to play! 'JumpStart' lost my business, and i'm sure many others as well.

Update: My wife decided to take a chance and buy this software. It truly is inferior in so many ways.  The 3D disc does not allow kids access to most doors and other areas!  It is an exercise in frustration to watch your child try and access the many learning and game areas, only to be denied access!  Ridiculous!  And the other discs have low quality graphics that aren't even full screen, that seem they are from the early 1990's!  It is hard to believe that this company is selling misleading and sub-par product at major retailers!",Broadband net connection REQUIRED?!  Are you KIDDING me?!,1347667200,4,
3054,3,FALSE,"08 16, 2012",AQZ64M7VNS7TR,B00001XDWZ,,Zach Hudson,"We got this for our six-year-old because she had enjoyed the Reader Rabbit games for kindergarten and 1st grade.  Jump Start takes the same basic idea as Reader Rabbit: do discreet tasks that build math, phonics, logic or other skills, and then connect them with an overarching goal.  In Jump Start, each task contributes towards making scooters that can win a race.  Simple enough, but the logistics of the overall game are complex and are never explained.  Apparently we are supposed to figure out a bunch of unintuitive rules through trial and error.  We build scooters, sure, but there are many tiny hoops to jump through--you have to use this particular set of tools with this particular character in this order, then race on each track twice (why not once? why not three times?).  The rules are never explained, and I had to find a walkthrough on the internet.  No idea how we would have figured this out on our own.  In the end, the overall story is not only needlessly complex, but sadly arbitrary, so while the individual skill-building tasks are fun, there is no motivation to continue with this game in the long run.",Meh...,1345075200,,
3055,2,FALSE,"06 22, 2012",ABIQF8KUJKP3A,B00001XDWZ,,mabel,"This game takes a long time to install and internet product registration is required.  If you do not have internet access, you cannot play.  After I had established an account with jumpstart when installing this game on my computer, I then wanted to install it on my daughter's computer as well.  I was denied access to the account that I had just established, so I requested the password be emailed to me.  The email never came.  I established a new account just to get the thing installed, but it is doubtful I will buy any more jumpstart products until they design a quicker and more efficient installation process.",poor customer service,1340323200,,
3056,1,FALSE,"06 4, 2012",A2JPRD3VD2B7CB,B00001XDWZ,,E. A Hilquist,"This sounded like a great idea, software that was my computer rather than having my kids clicking through various websites.  They love it, the games are fun and have a little academic value.  We mostly got it so my son could work on his mouse and keyboard skills.  It did that beautifully until he got into the second of I believe 5 worlds and required a membership.  I was willing to pay nearly $20 for a complete world of games, but not one partial game that addicted my kids then wanted $8 per month.  Don't waste your time!",Requires paid membership after a couple weeks of play,1338768000,4,
3057,5,TRUE,"02 12, 2012",A3KHDYVEM6GIOX,B00001XDWZ,,USERDUDE7,"Our son loves to play Jumpstart and it is challenging him as well.  Even though he isn't ready for all the content, there is enough to keep him interested.",Great learning experience!,1329004800,,
3058,1,FALSE,"01 25, 2012",A3CCH465EN69XS,B00001XDWZ,,Don K. Bush,I am incredably frustrated Jump start first grade would not work on my computer so it was an absolute waste of money.  I read the requirements and it would not work.,A waste,1327449600,,
3059,5,TRUE,"01 17, 2012",AQOR6YJDS9FOT,B00001XDWZ,,Trina,I purchased this product as a gift.  I have used this product in the past with my older child.  This product is excellent if your child is having problems or you just want to give your child a head start on their education.  Going to purchase for my young child.,Jump Start 1st Grade,1326758400,,
3060,5,TRUE,"05 3, 2011",A3N30HTBN6NEXW,B00001XDWZ,,Serena Sweet,"As a homeschooling mom, I love this game. My older son loved the game but aged out of it quickly at almost 6 (but he's very bright). My second son doesn't enjoy video games as much as his brother, but he still prefers the game over bookwork. At 4 1/2, he is improving in most of the areas fairly well. He gets frustrated easily with a few of the games that require more motor skills. I love that there is a skills test that shows his scores in each of the subjects so I know where he needs more work.",Great Educational Game,1304380800,3,
3061,3,TRUE,"02 14, 2011",A2XPCWM0TH22KS,B00001XDWZ,,MotherFairley,"I was really ready to get this product, however, it is not OS X 10.5 Compatible. You must have classic mode to run this disc (MAC). 10.5 DOES NOT SUPPORT classic mode.",NOT Compatible with OS X 10.5,1297641600,3,
3062,3,FALSE,"09 10, 2008",A1S03KIDKMYMQE,B00001XDWZ,,valarie,Something fun for the summer so that my child doesnt forget what he learned the year before.,Good learning tool,1221004800,3,
